Page Name,Disclaimer,Amount Spent,Number of Ads in Archive
Co-ops Vote,National Rural Electric Association,271,8
ChooseChildren,Silicon Valley Community Foundation,271,6
New Jersey Firefighters PFANJ,Professional Firefighters Association of New Jersey,271,6
Pennsylvania Medical Society,Pennsylvania Medical Society,270,8
Nomiki Konst,Friends of Nomiki Konst,270,7
960 The Patriot,Salem Media Group,269,2
Eastern PA and Southern NJ CFC,the Eastern PA and Southern NJ Combined Federal Campaign,269,6
Indiana Democratic Party,the Indiana Democratic Party. Not authorized by a candidate or candidate's committee.,269,5
Abich Financial Services,Abich Financial Services,269,12
Quicken Loans,Quicken Loans,269,2
The Ohio State University Alumni Association,The Ohio State University Alumni Association,268,3
generationOn,These ads ran without a disclaimer,268,1
daughters.,Daughters.,267,2
Feeding Children Everywhere,These ads ran without a disclaimer,266,1
A Better Dane County,A Better Dane County,266,1
DigDeep,These ads ran without a disclaimer,265,4
Maasai Girls Rescue Center,Maasai Girls Rescue Center,265,4
Tennessee House Republicans,Tennessee House Republican Caucus,265,4
Wolf Defenders,Lunar Digital Marketing,264,5
Your Daily Pitch,Your Daily Pitch / Cox Media,264,10
Rewire.News,Rewire.News,264,6
Congresswoman Julia Brownley,the Office of Congresswoman Julia Brownley,263,6
Coverage of the Trump Presidency by The Epoch Times,The Epoch Times,263,3
Arkansas Advocates for Children and Families,Arkansas Advocates for Children and Families,263,6
Waterboys,Chris Long Foundation,263,2
Nicole Malliotakis,Nicole for New York,262,6
Conservative Institute,Conservative Institute,262,90
People's World,People's World,261,15
Senior Choice Financial,These ads ran without a disclaimer,261,3
Cry Baby Trump,JNR Enterprises,261,2
Inauguration of Governor-Elect Michelle Lujan Grisham,Lujan Grisham Inaugural Committee,261,6
Planet Love Life,Planet Love Life,261,3
United Bank,United Bank,260,1
Gretchen Whitmer,Michigan Transition Committee,259,2
International Christian Embassy Jerusalem - USA,The International Christian Embassy Jerusalem,259,42
Mercy Home for Boys & Girls,Mercy Home for Boys & Girls,259,11
The Epoch Times New York,The Epoch Times,259,28
I am Arizona. I am for Arizona.,Arizonans for Tribal Government Gaming,259,12
ACLU of Southern California,the American Civil Liberties Union of Southern California,258,1
Northeastern University,Northeastern University,258,4
Cleveland Zoological Society,Cleveland Zoological Society,257,1
Americans for Food and Beverage Choice,American Beverage Association,257,23
Water Forum,Water Forum,256,4
Oliver Gospel Mission,Oliver Gospel Mission,256,4
Savehoot,Savehoot,256,7
PredictIt,"PredictIt is a political prediction market, a stock market for politics. A project of Victoria University of Wellington, PredictIt has been established to research the way markets can forecast future events. Our job is to study the wisdom of the crowd, yours is to use your skill and knowledge to get ahead.",255,3
The National Memo,The National Memo,255,3
South Oakland Shelter,South Oakland Shelter (SOS),255,2
Atlantic City Electric,"Pepco Holdings, Inc.",255,3
Michigan Climate Action Network,Michigan Climate Action Network,254,3
The Texas Monitor,The Texas Monitor,254,10
SunButter Sunflower Butter,SunButter,254,6
The Yerman Group,The Yerman Group,253,3
Mississippi Democratic Party,Mississippi Democratic Party,252,5
Habitat for Horses,Habitat for Horses,252,3
Gasparilla Vacations,Gasparilla Vacations,251,1
Texas Oil and Gas Association,These ads ran without a disclaimer,250,3
Fox Chapel Area School District,Fox Chapel Area School District,250,1
Lynn McBee for Mayor,the Lynn McBee Campaign.,250,1
Nurses of Pennsylvania,Nurses of Pennsylvania,250,2
University Hospitals,University Hospitals,250,1
Mist:Understood,THE CONSUMER AEROSOL PRODUCTS COUNCIL,250,7
San Diego Humane Society,These ads ran without a disclaimer,250,1
Victor Marx,ATP Ministries,250,4
NY Renews,NY Renews,250,1
Ameren Missouri,Ameren Missouri,250,1
Cherry Street Mission Ministries,Cherry Street Rescue Mission,250,6
Mississippi Center for Public Policy,Mississippi Center for Public Policy,249,17
Shatterproof,Shatterproof,248,1
Drake University,Drake University,248,13
Republic Financial,Republic Financial,247,3
State Representative Trent Ashby,Texans for Trent Ashby,247,2
Cape Clasp,Cape Clasp LLC,246,9
For Future Generations,Joseph Parks,246,3
Restore the Mississippi River Delta,Restore the Mississippi River Delta,246,3
EquityWise,EquityWise Home Loans,245,2
Utahns For Conservation,ACES Companies,245,2
MegaFood,MegaFood,245,4
Nancy Pelosi,Nancy Pelosi for Congress,245,1
Save The Animals,These ads ran without a disclaimer,244,7
Everett Gospel Mission,Everett Gospel Mission,243,9
Float8 - Wellness Lounge,"Brotherly Love Productions, Inc.",243,19
Corkscrew Donald,Eagleview USA,243,12
Birth & Beyond Women's Care dba Juan Diego Women's Center,Birth & Beyond Women's Care,243,2
Vanquish Worldwide,These ads ran without a disclaimer,243,1
Virtual Strides,Virtual Strides,242,5
Players Coalition,Players Coalition,242,14
Asociación de Maestros de Puerto Rico,Asociación de Maestros de Puerto Rico,241,6
Holland Rescue Mission,These ads ran without a disclaimer,241,4
Society of Critical Care Medicine (SCCM),the Society of Critical Care Medicine,241,2
Deadline Detroit,Deadline Detroit,240,11
Gleaners Food Bank of Indiana Inc.,Gleaners Food Bank of Indiana,240,1
Premier Polling Associates,Premier Polling Associates,239,10
Onondaga County Save the Rain,Onondaga County Save the Rain,237,5
The University of Chicago,The University of Chicago,237,34
Sandy Ripple,Sandy Ripple LLC,237,7
Mississippi House Republican Caucus,Mississippi House Republican Campaign Committee,236,5
Jay for Mississippi,Jay for Mississippi,236,9
Cancer Today,The American Association for Cancer Research (AACR),235,6
The Leaven,The Leaven,235,6
TeacherFreedom,Teacher Freedom,235,5
Crowned Free,Crowned Free,235,16
Ryan Hampton,Ryan Hampton,234,4
1199 SEIU Maryland/DC,1199 SEIU Maryland/DC,234,1
Miami-Dade County Government,Miami-Dade County,233,1
Ralph Abraham,Ralph Abraham,233,2
American Transportation & Driver Benefits Center,American Tranportation and Driver Benefits Center,233,6
DeWitt County Wind Power,Alta Farms Wind Project,232,6
Empowering Wellness,Empowering Wellness,231,1
Protect The Harvest,Protect The Harvest,231,6
Greater Baton Rouge Industry Alliance (GBRIA),the Greater Baton Rouge Industry Alliance,231,3
Unite the People,"We the People Org, Inc.",229,2
Santa Clara Valley Water District,PRxDigital,229,5
The New Florida Majority,The New Florida Majority,228,3
Conservation Minnesota,Conservation Minnesota,228,2
Assemblyman Phil Ramos,Committee to elect Philip Ramos,228,3
UPROXX,UPROXX,227,8
Light of Life Rescue Mission,Light of Life Mission,226,6
Big League Politics,Big League Politics,226,60
2A Supporter,Aaron Rheins,226,2
Clean Vehicle Rebate Project,Clean Vehicle Rebate Project,226,3
Berkshire Natural Resources Council,Berkshire National Resources Council,226,4
Clever 'n Funny,These ads ran without a disclaimer,226,39
SirenSign,SirenSign LLC,225,3
The Mark Kaye Show,The Mark Kaye Show,224,4
Salt Lake Mitsubishi,Streamline Digital,224,2
Christian Worth for Delegate,Friends of Christian Worth,224,3
Save the Children Action Network,Save the Children Action Network,224,3
Sandy Piña California Delegate,Sandy Piña California Delegate,224,2
NO MORE,NO MORE,224,4
Ivory Ella,These ads ran without a disclaimer,224,2
Washington Policy Center,Washington Policy Center,224,6
The Resist Zone,The Resist Zone,223,11
OD Action,OD Action,223,4
Phoenix Dream Center,City Help Inc of Phoenix dba Phoenix Dream Center,223,24
Expect More Arizona,Expect More Arizona,223,4
Conservation Law Foundation,Conservation Law Foundation,223,17
The Rescue Mission,The Rescue Mission,223,4
Dauphin County Commissioners Jeff Haste & Mike Pries,Friends of Haste & Pries,222,3
Convention of States Ohio,Convention of States Action,222,1
Chad Thompson for Virginia Delegate,Friends of Chad Thompson,221,121
"William F. Buckley, Jr. Program at Yale","William F. Buckley, Jr. Program",221,8
The Epoch Times Los Angeles,The Epoch Times - Los Angeles,220,6
Zurich Advocacy,Zurich American Insurance Company,219,4
Mermaid Straw,These ads ran without a disclaimer,219,9
History 101,Novelty Media,218,8
College Possible,College Possible,218,2
Texas AFL-CIO,Texas AFL-CIO,217,7
DEKALB Asgrow Seed,These ads ran without a disclaimer,217,1
PushBlack,PushBlack Now,217,1
ARmindsMatter,The STARR Coalition,217,2
Sheet Metal Air Rail and Transportation Workers,International Association of Sheet Metal Air Rail and Transportation Workers,216,2
Democratic Senatorial Campaign Committee (DSCC),the DSCC,216,33
Wilson Center,Wilson Center,216,2
Invidme,InVidMe,216,9
"Larry Sharpe, Libertarian",Larry Sharpe for Governor,215,9
Sunrise Movement,Sunrise PAC,215,2
Williams Kherkher,Williams Kherkher,215,4
Place Matters Oregon,Place Matters Oregon,215,3
DTE Energy,DTE Energy,215,3
Fair Elections Center,Fair Elections Center,214,1
Matt Johnston for Brighton,The Committee to Elect Matt Johnston,214,4
Nick Palmisciano,"Ranger Up, LLC.",214,2
Clean Energy Works for Nevada,Clean Energy Works 4 Nevada,213,3
It's Time Wilmington,Wilmington Love,213,6
TriHealth,Enquirer - Cincinnati and Kentucky,213,1
Gephardt Daily,Gephardt Daily,213,6
Discount Solar Programs USA,Discount Solar Programs USA,212,1
Invested Interests,Invested Interests,211,7
Good News Rescue Mission,Good News Rescue Mission,211,4
Airline Passengers for Justice,Airline Passengers for Justice,211,6
SAGE,SAGE,211,6
Education Post,"Education Post, a nonpartisan nonprofit that amplifies the voices of parents, teachers and students advocating for high-quality public schools for every child in the U.S.",211,7
AARP Maine,AARP Maine State Office,211,3
Ken King,Ken King for State Representative,211,3
ASEC - African Sisters Education Collaborative,African Sisters Education Collaborative 501(c)(3) Nonprofit,210,6
Jane Velez-Mitchell,Eastwind Enterprises,210,1
"Healthy Forests, Healthy Communities","Healthy Forests, Healthy Communities",210,2
Pursuit,"Pursuit, a non-partisan, non-profit organization",210,14
2nd Amendment For Life,2A4LIFE LLC,210,3
Borderwise,Borderwise,210,5
Sussex Goes Purple,Sussex County Health Coalition,210,6
Options United,Options United,210,4
Bill Carlson for Tampa City Council,"and approved by Bill Carlson for Tampa City Council, District 4.",210,1
ProEnglish,ProEnglish,210,6
Change Media Group,Change Media Group,210,7
J Street,"J Street, the political home for pro-Israel, pro-peace Americans.",209,28
End Slavery Tennessee,End Slavery Tennessee,209,36
Restoration PAC,Restoration PAC,209,9
LobbyUp,LobbyUp,208,4
AARP Virginia,AARP Virginia,208,1
LifeSiteNews.com,LifeSiteNews,208,6
Ten Commandments Amendment,"Ten Commandments Amendment PAC, PO Box 1762, Orange Beach AL  36561",207,2
Healthy Delaware,Delaware Division of Public Health,207,1
Valley of the Sun United Way,These ads ran without a disclaimer,207,1
Rescue Mission of Mahoning Valley,Rescue Mission of Mahoning Valley,207,4
"Cabanillas & Associates, P.C. Attorneys At Law","Cabanillas & Associates, P.C.",207,4
American Friends of Magen David Adom,American Friends of Magen David Adom,207,43
Brianna Wu,Brianna Wu for Congress,207,2
Retirement Hacks,Retirement Hacks is not affiliated with any political campaign.  Retirement Hacks acts as an independent advertising publisher.,206,9
Recycling Partnership,The Recycling Partnership,206,4
Ardila Law Firm  / U.S. Immigration Law,Ardila Law Firm LLC,206,1
Take Back My Meds MKE,Take Back My Meds MKE,206,3
Fernando Camacho - Seguros FL,Fernando Camacho,206,2
Travis Allen,TAKE BACK CALIFORNIA PAC,205,1
Tea Party Nation,the Tea Party Nation and is not authorized by any candidate or candidate's committee.,204,2
Fenway Health,Fenway Health,204,1
TRS Coral Hotel,These ads ran without a disclaimer,203,1
The Nature Conservancy in Florida,The Nature Conservancy,203,16
Lion Technology Inc.,"Lion Technology, Inc.",203,4
Back to God Ministries International,Back to God Ministries,202,4
Kentucky Farm Bureau,Kentucky Farm Bureau Federation,202,2
SunSource Homes,SunSource,202,1
"Zion Oil and Gas, Inc.",These ads ran without a disclaimer,202,1
University of Colorado Anschutz Medical Campus,CU Anschutz Medical Campus,201,6
Right to Life of Southwest Indiana,Right to Life of Southwest Indiana,201,7
Second Harvest Food Bank,These ads ran without a disclaimer,200,5
Councilmember Mike Bonin,"Mike Bonin for City Council 2013 Officeholder account. 777 S. Figueroa St. Ste 4050 Los Angeles, CA 90017. Additional information at ethics.lacity.org. NOT PAID FOR AT TAXPAYER EXPENSE.",200,1
Oregonians for Safe Gun Storage,Oregonians For Safe Gun Storage,200,4
Gateway Arch Park Foundation,Gateway Arch Park Foundation,200,2
Dr. Bronner's,Dr. Bronner's,200,1
Altamar with Peter Schechter and Muni Jensen,"Altamar, A Leading Global Affairs Podcast",200,5
South Carolina Medical Association,The South Carolina Medical Association,200,1
One Earth,One Earth,200,10
Citizens Against Government Waste,Citizens Against Government Waste,200,1
Steve Rummler HOPE Network,Steve Rummler HOPE Network,200,1
Women NYC,Women.NYC,200,1
Blaming China,Blaming China (book),200,1
Unfriend Fossil Fuels,Unfriend Fossil Fuels,200,2
Ian Bremmer,GZERO Media,200,2
Tammy Duckworth,Tammy for Illinois,200,1
Disability Professionals,Disability Professionals,200,3
Pathfinder International,Pathfinder International,199,4
National Committee to Preserve Social Security and Medicare,National Committee to Preserve Social Security & Medicare,199,14
Seniors Speak NE,Nebraska Health Care Association and LeadingAge Nebraska,199,2
Protect Small Business Lending Coalition,Protect Small Business Lending Coalition,198,2
Thin Blue Line Wear,These ads ran without a disclaimer,198,1
Southern Alliance for Clean Energy,Southern Alliance for Clean Energy.,198,4
National Veteran Advisors,National Veteran Programs,198,2
Boulder County Public Health,Boulder County Public Health,197,1
Whole Planet Foundation,Whole Planet Foundation,197,3
Dan Patrick,Texans for Dan Patrick,197,4
Dysfunctional Veterans,"Dysfunctional Veterans, Inc",197,3
White Coat Waste Project,"the White Coat Waste Project, Inc",197,47
WallStreetWindow.com,"Timingwallstreet, Inc.",197,5
Intentionally Vicarious,Todd Youngblood,196,4
Debt Cleanse,DebtCleanse,196,3
DemoTears,DemoTears,196,1
Alliance for Michigan Power,the Alliance for Michigan Power,196,58
Mike Cierpiot,"Missourians For Mike Cierpiot, Fran Baker Treasurer.",196,4
Wander & Co.,Wander & Co.,196,1
Kerigan Marketing Associates,Kerigan Marketing Associates,196,15
The Nation Magazine,The Nation,195,9
Adelante Mujeres,Adelante Mujeres,195,2
Jewish Voice for Peace,Jewish Voice for Peace,194,2
Tradepoint Atlantic,Tradepoint Atlantic,194,4
Freedom From Religion Foundation,Freedom From Religion Foundation,194,2
Johns Hopkins Medicine,These ads ran without a disclaimer,194,1
Paralyzed Veterans of America,These ads ran without a disclaimer,194,1
SEIU Faculty Forward,SEIU Faculty Forward,193,2
Action.GOP,Hines Digital,193,34
Trump 2020 Wear,"Trump 2020 Wear - Apparel Store not associated with the Trump campaign.  This is not a political page directly, we just sell shirts, hats etc.   Our ads will not relate directly to politics or an issue or national importance, just promoting products.  Thx",193,16
Surviving Retirement,LeadJig,193,4
Sand Cloud,Sand Cloud,193,60
Alliance for Patient Access,Alliance for Patient Access,192,4
Support CK Schools,"Central Kitsap Citizens for Quality Education, PO Box 3534, Silverdale, WA 98383",192,7
Operation Smile,Operation Smile,192,2
Environment California,"Environment America, Inc.",191,1
Bishop Eric J. Freeman,Bishop Eric J. Freeman as a community service. The details of such are solely for informational purposes.,191,1
Marissa Dipasupil Kerns for Lieutenant Governor,Friends of Marissa Kerns,190,1
Generation 180,Generation 180,190,1
Regional Recycling and Waste Reduction District,Regional Recycling and Waste Reduction District,190,5
Me & the Bees Lemonade,These ads ran without a disclaimer,190,6
Genomind,Genomind,189,2
Independent Voter,IVN News,189,3
Elephant Cooperation,Elephant Cooperation,189,1
David Rubin,David Rubin,189,24
NARAL Pro-Choice Ohio,NARAL Pro-Choice Ohio,189,2
Speak Up,Speak UP,188,11
Protect Our Defenders,Protect Our Defenders,188,10
Proud Americans Supply Brand,Proud Americans Supply,188,4
San Antonio Police Officers Association,San Antonio Police Officers Association,188,2
EarthHero,EarthHero,188,2
Haig Landscape,These ads ran without a disclaimer,187,1
Vaccinate Indiana,Indiana Immunization Coalition,187,1
Ford Ridge Wind,Ford Ridge Wind,186,67
Hazelden Betty Ford Foundation,Hazelden Betty Ford Foundation,186,2
Education NC,EducationNC,186,6
American Jewish World Service - AJWS,American Jewish World Service,186,16
Carbon Recall SEMO,Carbon Recall SEMO,186,7
Joe Biden,American Possibilities PAC,185,51
LOCI,These ads ran without a disclaimer,185,1
The Salvation Army of Northern New England,These ads ran without a disclaimer,184,3
"Townsend, Gebhardt & Eppes, PLLC","Townsend, Gebhardt & Eppes, PLLC.",184,12
BCBST-Better Tennessee,These ads ran without a disclaimer,184,3
Fix the Court,Fix the Court,184,5
Pins and Aces Golf Co.,Pins and Aces Golf Co.,184,3
Dolese Bros. Co.,Dolese Bros. Co.,183,4
Sam Singh,"Sam Singh for State Representative, PO Box 791, East Lansing, MI 48826",183,15
The Seniors Center,"The Seniors Center, a project Our Generation, a 501(c)(4) non profit organization.",183,7
King Lear on Broadway,King Lear on Broadway,182,4
Public Service Proud,Public Service Proud,182,14
People's Action,People's Action,182,1
Los Angeles Parks Foundation,LA Parks Foundation,181,5
The Simple Wallet,The Simple Wallet,181,4
WORLD Channel,WORLD Channel,181,1
CharterStrong,New Jersey Charter Schools Association,181,7
Marty Norman Live,Marty Norman,181,6
St. Mary's Food Bank Alliance,St. Mary's Food Bank Alliance,181,5
Chicago Clean Energy Authority,Chicago Clean Energy Authority,181,3
The Salvation Army of Greater Baton Rouge,The Salvation Army of Greater Baton Rouge,181,4
Louisiana Nursing Home Association,Louisiana Health Care Association,180,3
U.S. Committee for Refugees and Immigrants (USCRI),U.S. Committee for Refugees and Immigrants,180,2
Climate Reality Project DFW,Anthony Perri,180,5
Flikshop,Flikshop,180,3
Freedom To Farm Foundation,"Freedom to Farm, Inc",180,3
EARTHWORKS,Earthworks,180,5
AARP NH,AARP New Hampshire,179,1
Central City Concern,Central City Concern,179,5
Jeremy Jones,Orvis,179,1
Tracy Mitrano for Congress,Friends of Tracy Mitrano Committee,179,1
The "Real"  Insurance Lady,The "REAL" Insurance Lady,179,3
Meals On Wheels,Meals on Wheels,178,7
Notsobreitbart.com,Jeffrey Breitbart,178,3
Melinda Katz,Katz New York State,178,6
Reed Energy Consulting,Reed Energy Consulting,178,3
MANG,These ads ran without a disclaimer,178,2
Gitchi Adventure Goods,Gitchi Adventure Goods,176,2
HGACmpo,These ads ran without a disclaimer,176,9
United States of OMG,These ads ran without a disclaimer,176,1
Andrew J. Ginther,Friends for Ginther,176,4
Clean Water Action,Clean Water Action/Clean Water Fund,176,2
"Protect Coyote Valley, San Jose",Protect Coyote Valley,175,2
The Fight Against Antimicrobial Resistance,"Paradigm Solutions, LLC",175,1
Mammoth Peak Gun Cases,Mammoth Peak,175,2
Senator Vin Gopal,"Gopal for Senate, 97 Apple Street, Tinton Falls, NJ 07724",175,1
Massachusetts Environmental Trust,Massachusetts Environmental Trust,175,1
Firearms Policy Coalition,Firearms Policy Coalition,175,1
Tax Free Insider,Tax Free Insider,175,1
BETO For President T Shirt,Charaka Dharmagunaratne,175,1
Invested TX,InvestEdTx.,175,1
Republican Party of SJCNM,Republican Party of San Juan County NM,175,4
News 12 Connecticut,News 12 Connecticut.,175,1
iFunny,These ads ran without a disclaimer,175,1
Dr. Roger Marshall,Kansans for Marshall,175,1
AARP Florida,AARP Florida,175,4
Maine Forward,Maine Center for Economic Policy.,175,5
Buckeye Firearms Association,Buckeye Firearms Association,175,1
JeffCo Metro Area Crime Center,Jefferson County Metro Area Crime Center,175,1
Elder Services of the Merrimack Valley,an ACL Grant No. 90MP0226,174,1
Earth Supply Company,"Earth Supply Company, LLC, Brian Burrows Managing Member. Note: Earth Supply Company is not affiliated with any political group. Imported goods have MSDS, FSC, SGS approvals and are available upon written request, Direct all inquiries to Brian Burrows 3123 Brookhaven Club Dr, Farmers Branch, TX 75234",174,7
Klamath River Renewal Corporation,Klamath River Renewal Corporation,174,4
Second Harvest Food Bank of Middle Tennessee,Second Harvest Food Bank of Middle Tennessee,173,4
David Fuentes For County Commissioner,David Fuentes For County Commissioner,173,7
Orange County Stormwater Program,Orange County Storm Water,173,1
Adirondack Council,Adirondack Council,173,2
Pride Foundation,Pride Foundation,173,2
Do Good Institute,Do Good Institute,173,3
Church for Israel,Church4Israel,173,1
Meir Panim,These ads ran without a disclaimer,173,2
Miramar Commissioner Darline B. Riggs,Darline Riggs Miramar Commissioner,172,7
Pelican Institute for Public Policy,Pelican Institute for Public Policy,172,2
Neighborhood Sun,Neighborhood Sun,172,3
Randy Boyd,Randy Boyd,172,3
Clarion Project,Clarion Project,172,5
Abortion Clinics Online,Abortion Clinics OnLine LLC,171,3
Citizens Against Laredo Landfill,"Citizens Against Laredo Landfill, Inc.",171,2
The Christian Left,The Christian Left,171,1
PhRMA,PhRMA,171,1
Felix Cardona Jr for 31st Ward Alderman,Citizens to Elect Felix Cardona Jr,171,4
Carlton Ward,Florida Wild,170,5
Veterans Florida,Veterans Florida,170,6
Solar United Neighbors,Solar United Neighbors,170,2
Center for Media and Democracy,Center for Media and Democracy,169,6
William Calloway,Friends for William Calloway,169,4
UltraViolet,UltraViolet PAC,169,2
CAIR - Greater Los Angeles,CAIR - Greater Los Angeles,169,4
US~Observer,US~Observer,169,4
Visit Houston,Houston First,168,8
Michigan Advance,the Michigan Advance,168,7
SEIU District 1199,SEIU District 1199 WV-KY-OH,168,9
Equality Now,Equality Now,168,10
Operation Blessing International,Operation Blessing,168,11
The Golden Tiki,These ads ran without a disclaimer,168,2
Alliance Defending Freedom,These ads ran without a disclaimer,168,29
Sheepdog Response,Sheepdog Response,167,2
seiu-uhw,These ads ran without a disclaimer,167,1
Sustainable Coastlines Hawaii,Sustainable Coastlines Hawaii,167,3
Senator Sharon Hewitt,Sharon Hewitt Campaign,167,9
CrowdLobby,CrowdLobby,166,1
Schusterman Family Foundation,Schusterman Family Foundation,166,2
U.S. Representative Will Hurd,U.S. Representative Will Hurd,166,3
Christians United for Israel (CUFI),Christians United for Israel,166,5
Charles Payne W Street,Charles Payne W Street,166,7
Homes For Our Troops,Homes For Our Troops,166,10
Waterfront Thrift Stores,Waterfront Thrift Stores,166,2
Homeownership For All,"Homeownership for All, Inc",165,5
Yankee Institute for Public Policy,Yankee Institute for Public Policy,165,1
MountainTrue,MountainTrue,165,8
Heidi Tsuneyoshi Hawaii,Friends of Heidi Tsuneyoshi - P.O. Box 4176 Honolulu HI 96812,165,3
Physicians for Informed Consent,These ads ran without a disclaimer,164,1
Re- Elect U.S. Congressman Vicente Gonzalez,Vicente Gonzalez for Congress Committee,164,5
GRA-PAC,Georgia Republican Assembly PAC,164,3
Engineers Labor Employer Cooperative ELEC,ELEC825,164,1
Synovia Solutions,Synovia Solutions,164,9
Jacobin Magazine,Jacobin Foundation,164,3
Modesto Irrigation District,Modesto Irrigation District,164,1
California School Boards Association,the California School Boards Association,163,2
Medication Access Pennsylvania,MedAccess for PA,163,4
RE-volv,RE-volv,163,1
Facing History and Ourselves,Facing History and Ourselves,163,4
Brooke Training Solutions,These ads ran without a disclaimer,163,1
The Bell Policy Center,The Bell Policy Center,162,4
Building Homes For Heroes,Building Homes for Heroes,162,9
BoomTax,BoomTax,162,9
IL CleanJobs,IL Clean Jobs,162,1
Center for American Progress,the Center for American Progress,162,1
Seth for NF,Piccirillo for Niagara Falls,162,3
Opportunity Scholarship Fund,Opportunity Scholarship Fund,161,2
"Magellan Financial & Insurance Services, Inc",Magellan Financial,161,7
Klean Kanteen,Klean Kanteen,161,4
Civic Action Network,Civic Action Network,161,1
Coldwell Banker Residential Brokerage California,These ads ran without a disclaimer,161,1
familydoctor.org,familydoctor,161,3
Shield Republic,These ads ran without a disclaimer,161,4
Virginia Peninsula Foodbank,These ads ran without a disclaimer,159,1
Hollywood Village,the Church of Scientology,159,1
Consumer Coalition of Oklahoma,Consumer Coalition of Oklahoma,159,1
Trump 2020,Sal Peer,159,1
Chicago Unheard,"Chicago Unheard, a blog committed to letting parents, teachers and students talk about schools.",159,2
GWC Law,GWC Law Firm,159,2
"City of Rochester, NY - Mayor's Office",City of Rochester,159,1
State of Safety,State of Safety,158,5
City of Danbury,City of Danbury,157,2
Rich Meyer,Rich Meyer,157,3
Jim Hood For Governor,Friends of Jim Hood,157,6
Refund Geeks,Refund Geeks LLC,156,1
The Fairness Project,The Fairness Project,156,16
Whatcom Family Farmers,Whatcom Family Farmers,156,1
Check In Michigan,Check in Michigan,156,1
Originalgunoil,Original Gun Oil,156,4
Isaac Hayes III,Isaac Hayes III,156,2
Beacon,the Maine People's Alliance,155,3
Sheet Metal Workers Local 17,Sheet Metal Workers Local 17,155,2
Insurance Florida,JENY RIOBUENO,155,1
PennEnvironment,PennEnvironment Research and Policy Center,154,6
Dorothy's Place,Dorothy's Place,154,4
The Missouri Plan,"THE MISSOURI BAR, SEBRINA BARRETT, EXECUTIVE DIRECTOR PO BOX 119 JEFFERSON CITY, MO 65102",154,3
Minnesota Center for Environmental Advocacy,Minnesota Center for Environmental Advocacy,154,3
Western Center on Law &  Poverty,Western Center on Law & Poverty,154,3
T-Mobile Workers United (TU),T-Mobile Workers United,154,1
Truthout,Truthout,154,15
Voices of the Civil Rights Movement,Comcast NBCUniversal,153,1
Congressman Salud Carbajal,Congressman Salud Carbajal,153,7
Long Beach Forward,"Long Beach Forward, a project of Community Partners",153,2
Working Californians Against Corruption,Working Californians Against Corruption,153,1
Nicholas Begich,Nicholas Begich,153,3
American Bird Conservancy,American Bird Conservancy,152,18
Joe Gruters,Joe Gruters for RPOF Chairman,152,8
UsAgainstAlzheimer’s,UsAgainstAlzheimer's,152,12
Equal Justice Initiative,Equal Justice Initiative,152,1
"District Council 37, AFSCME",DC37 AFSCME,152,9
Bend the Arc Jewish Action,Bend the Arc: Jewish Action and not authorized by any candidate or candidate's committee.,152,4
OLÉ NewMexico,OLÉ Education Fund,152,7
Pro Life Tipping Point,Tipping Point,151,1
615AboGado,"Law Offices of Sean Lewis, PLLC",151,1
Rodney J. Strange - 15th District Chemung County Legislator,Chemung County Legislator Rodney J. Strange,151,2
Mayor Laura Hill,Laura Hill,150,1
Jason Shoaf for Florida House District 7,"Jason Shoaf, Republican, for State Representative.",150,1
SeeClickFix,SeeClickFix,150,3
Friends of Animals,Friends of Animals,150,5
David Straz for Mayor,"David Straz for Mayor, Non-Partisan",150,4
Alliance for Climate Education,Alliance for Climate Education,150,14
Tobias Read,Friends of Tobias Read,150,2
Roger Gaylord,Roger Gaylord III,150,7
Maryland State Education Association,the Maryland State Education Association,150,2
The Real News Network,The Real News Network,150,2
Michael Quinn Sullivan,Empower Texans,150,2
TMD Enterprises Photography & Videography,TMD Enterprises,150,1
Yes She Can,Democratscom LLC,149,2
Dorothy Brown for Mayor,Friends of Dorothy Brown,149,12
Ax The Bev Tax,the PA Food Merchants Association and American Beverage Association,149,15
President Evil,President Evil Feature Film,149,5
Baptist Global Response (BGR),Baptist Global Response,149,19
"Idaho Legal Aid Services, Inc.",Idaho Legal Aid Services,149,2
DeliverFund,DeliverFund,149,3
"Immigration Law Offices of Hadley Bajramovic, PC",Immigration Law Offices of Hadley Bajramovic,149,2
HealthCareWithoutHarm,Health Care Without Harm,148,2
Iowa Farm Bureau,Iowa Farm Bureau,148,4
Unreasonable,Unreasonable Group,148,13
Prostatis Group,"Advisory services offered through Prostatis Group, LLC, a Registered Investment Advisor. Securities offered through TCM Securities Inc., Member FINRA/SIPC. Insurance offered through licensed professionals at Prostatis Group, LLC.",148,2
United Way of Greater Nashua,United Way of Greater Nashua,148,2
Wilder than Wild,Commonwise,148,33
Larry Massey for State House,Larry Massey For State House,148,6
Redwood Gospel Mission,Redwood Gospel Mission,148,2
The Carter Center,The Carter Center,148,3
Better World Bio,Better World Bio LLC,147,4
No Quarry in Cross Hollows,No Rock Quarry in Cross Hollows,147,2
The Women and Girls Foundation,Women and Girls Foundation,146,3
Kennett Democrats,"Kennett Area Democrats, Dale LaBar, Treasurer",146,6
Shore Buddies,Shore Buddies,146,14
ANCA Western Region,Armenian National Committee of America-Western Region,146,6
